Input,Target
"Johnny: ""Oh! Well, funny you should mention, because my little lady had all of her lawn signs disappear."" | Roland: ""Oh. Moira had lawn signs?"" | Johnny: ""She had a few. Now she has none.""","Roland: ""Wait. Are you saying that I... had something..."""
"Roland: ""Oh. Moira had lawn signs?"" | Johnny: ""She had a few. Now she has none."" | Roland: ""Wait. Are you saying that I... had something...""","Johnny: ""I'm not pointing any fingers, Uh-huh. But if I find out you had anything to do with this, even though you're acting like you don't..."""
"Johnny: ""She had a few. Now she has none."" | Roland: ""Wait. Are you saying that I... had something..."" | Johnny: ""I'm not pointing any fingers, Uh-huh. But if I find out you had anything to do with this, even though you're acting like you don't...""","Roland: ""Well, if I find out that you're accusing me of doing something I didn't do, then I'm going to accuse you of making false accusations."""
"Roland: ""Wait. Are you saying that I... had something..."" | Johnny: ""I'm not pointing any fingers, Uh-huh. But if I find out you had anything to do with this, even though you're acting like you don't..."" | Roland: ""Well, if I find out that you're accusing me of doing something I didn't do, then I'm going to accuse you of making false accusations.""","Johnny: ""Fine. But if you're denying doing something you might have done and making me feel guilty... For accusing you of something you claim you didn't do..."""
"Johnny: ""I'm not pointing any fingers, Uh-huh. But if I find out you had anything to do with this, even though you're acting like you don't..."" | Roland: ""Well, if I find out that you're accusing me of doing something I didn't do, then I'm going to accuse you of making false accusations."" | Johnny: ""Fine. But if you're denying doing something you might have done and making me feel guilty... For accusing you of something you claim you didn't do...""","Roland: ""Ooh, is that a threat?"""
"Roland: ""Well, if I find out that you're accusing me of doing something I didn't do, then I'm going to accuse you of making false accusations."" | Johnny: ""Fine. But if you're denying doing something you might have done and making me feel guilty... For accusing you of something you claim you didn't do..."" | Roland: ""Ooh, is that a threat?""","Johnny: ""Maybe!"""
"Johnny: ""Fine. But if you're denying doing something you might have done and making me feel guilty... For accusing you of something you claim you didn't do..."" | Roland: ""Ooh, is that a threat?"" | Johnny: ""Maybe!""","Roland: ""Because I don't wanna tell you how I respond to threats."""
"Roland: ""Ooh, is that a threat?"" | Johnny: ""Maybe!"" | Roland: ""Because I don't wanna tell you how I respond to threats.""","Johnny: ""And I don't wanna tell you how I respond to illegal political activity."""
"Johnny: ""Maybe!"" | Roland: ""Because I don't wanna tell you how I respond to threats."" | Johnny: ""And I don't wanna tell you how I respond to illegal political activity.""","Roland: ""Okay, fine, then don't."""
"Roland: ""Because I don't wanna tell you how I respond to threats."" | Johnny: ""And I don't wanna tell you how I respond to illegal political activity."" | Roland: ""Okay, fine, then don't.""","Johnny: ""Fine I wont."""
"David: ""Is everything okay?""","Wendy: ""David, to be honest, I'm having a little trouble financially and I'm gonna have to let you go. It seems I have overshot my budget with the changes you've been implementing. Which is not your fault. You were my mistake, which I take full credit for."""
"David: ""Is everything okay?"" | Wendy: ""David, to be honest, I'm having a little trouble financially and I'm gonna have to let you go. It seems I have overshot my budget with the changes you've been implementing. Which is not your fault. You were my mistake, which I take full credit for.""","David: ""Okay, I thought you were liking the changes I was making. We just sold another poncho yesterday."""
"David: ""Is everything okay?"" | Wendy: ""David, to be honest, I'm having a little trouble financially and I'm gonna have to let you go. It seems I have overshot my budget with the changes you've been implementing. Which is not your fault. You were my mistake, which I take full credit for."" | David: ""Okay, I thought you were liking the changes I was making. We just sold another poncho yesterday.""","Wendy: ""I still can't believe we even sold one. But that's not gonna help me when I am down to a Costco card and a zoo membership."""
"Wendy: ""David, to be honest, I'm having a little trouble financially and I'm gonna have to let you go. It seems I have overshot my budget with the changes you've been implementing. Which is not your fault. You were my mistake, which I take full credit for."" | David: ""Okay, I thought you were liking the changes I was making. We just sold another poncho yesterday."" | Wendy: ""I still can't believe we even sold one. But that's not gonna help me when I am down to a Costco card and a zoo membership.""","David: ""Okay. Well, is there anything I can do?"""
"David: ""Okay, I thought you were liking the changes I was making. We just sold another poncho yesterday."" | Wendy: ""I still can't believe we even sold one. But that's not gonna help me when I am down to a Costco card and a zoo membership."" | David: ""Okay. Well, is there anything I can do?""","Wendy: ""No, you've done enough already. Fortunately, I did gotten some good news. Apparently there is a Blouse Barn in Australia and they are gonna pay me to use their name here. Can you believe it?"""
"Wendy: ""I still can't believe we even sold one. But that's not gonna help me when I am down to a Costco card and a zoo membership."" | David: ""Okay. Well, is there anything I can do?"" | Wendy: ""No, you've done enough already. Fortunately, I did gotten some good news. Apparently there is a Blouse Barn in Australia and they are gonna pay me to use their name here. Can you believe it?""","David: ""That there's another store called Blouse Barn? No."""
"David: ""Okay. Well, is there anything I can do?"" | Wendy: ""No, you've done enough already. Fortunately, I did gotten some good news. Apparently there is a Blouse Barn in Australia and they are gonna pay me to use their name here. Can you believe it?"" | David: ""That there's another store called Blouse Barn? No.""","Wendy: ""No, it's an entire chain. They're expanding into North America and they are gonna pay me 10,000 just to cover the costs of renaming the store."""
"Wendy: ""No, you've done enough already. Fortunately, I did gotten some good news. Apparently there is a Blouse Barn in Australia and they are gonna pay me to use their name here. Can you believe it?"" | David: ""That there's another store called Blouse Barn? No."" | Wendy: ""No, it's an entire chain. They're expanding into North America and they are gonna pay me 10,000 just to cover the costs of renaming the store.""","David: ""Okay, so they're buying the name from you?"""
"David: ""That there's another store called Blouse Barn? No."" | Wendy: ""No, it's an entire chain. They're expanding into North America and they are gonna pay me 10,000 just to cover the costs of renaming the store."" | David: ""Okay, so they're buying the name from you?""","Wendy: ""Well, it's more of a gesture actually. Apparently, I have been using the name without their permission."""
"Wendy: ""No, it's an entire chain. They're expanding into North America and they are gonna pay me 10,000 just to cover the costs of renaming the store."" | David: ""Okay, so they're buying the name from you?"" | Wendy: ""Well, it's more of a gesture actually. Apparently, I have been using the name without their permission.""","David: ""Okay, so this company is giving you 10,000 as a gesture..."""
"David: ""Okay, so they're buying the name from you?"" | Wendy: ""Well, it's more of a gesture actually. Apparently, I have been using the name without their permission."" | David: ""Okay, so this company is giving you 10,000 as a gesture...""","Wendy: ""And to think I almost called this place ""Blouse House."""""
"Wendy: ""Well, it's more of a gesture actually. Apparently, I have been using the name without their permission."" | David: ""Okay, so this company is giving you 10,000 as a gesture..."" | Wendy: ""And to think I almost called this place ""Blouse House.""""","David: ""Something seems really sketchy about this and I'm not just saying that because I have a hard time with Australians."""
"David: ""Okay, so this company is giving you 10,000 as a gesture..."" | Wendy: ""And to think I almost called this place ""Blouse House."""" | David: ""Something seems really sketchy about this and I'm not just saying that because I have a hard time with Australians.""","Wendy: ""Well, it's already happening. They're coming in this week, they're bringing the paperwork..."""
"Wendy: ""And to think I almost called this place ""Blouse House."""" | David: ""Something seems really sketchy about this and I'm not just saying that because I have a hard time with Australians."" | Wendy: ""Well, it's already happening. They're coming in this week, they're bringing the paperwork...""","David: ""As your brand manager, I feel like I need to be at that meeting."""
"David: ""Something seems really sketchy about this and I'm not just saying that because I have a hard time with Australians."" | Wendy: ""Well, it's already happening. They're coming in this week, they're bringing the paperwork..."" | David: ""As your brand manager, I feel like I need to be at that meeting.""","Wendy: ""Ohh, I dont know"""
"Wendy: ""Well, it's already happening. They're coming in this week, they're bringing the paperwork..."" | David: ""As your brand manager, I feel like I need to be at that meeting."" | Wendy: ""Ohh, I dont know""","David: ""At least let me talk to a few people before you decide. If there's one thing I've learned from ""The Good Wife"", it's never accept a first offer."""
"David: ""I have a question.""","Johnny: ""Yes, your cologne is too strong."""
