Character,Dialogue
unknown,- to all the after-parties.
unknown,"So, Stevie, I thought we'd go for a... celebratory dinner, huh?"
unknown,Unless that steps on your plans with Emir?
unknown,"Nope, there's no more plans anymore, so, whatever you wanna do."
unknown,"Your weekend plans got pushed, or... ?"
unknown,"Uh no, just canceled."
unknown,It was a stupid idea anyways.
unknown,I don't know what I was thinking.
unknown,"Okay, well, you know what, if it's okay with you, why don't we beat the traffic, and just... just head home, 'cause I gotta be honest, I'm..."
unknown,"I'm feeling awfully tired, actually."
unknown,"Mr. Rose, I know how important this is to you."
unknown,"Oh Stevie, we got what we came for."
unknown,"Well, we didn't actually get it, they took it back."
unknown,"I mean, what kind of cheap-ass award show takes back an award?!"
unknown,"Mr. Rose, I don't think I can go back out there."
unknown,"Well, tell you what, you stay here, I'll grab your bag, and maybe... a few shrimp for the road?"
unknown,Patrick I don't regret what I did.
unknown,"Well, look who it is."
unknown,"Ronnie, we want to apologize for the miscommunication this afternoon."
unknown,"This is just a, an expression of our continued appreciation."
unknown,I don't see any of that blue cheese in here.
unknown,"David, did you put any of the blue cheese in there for Ronnie?"
unknown,That cheese was very expensive.
unknown,We'd be happy to run some over.
unknown,"So what would be the update on the tiles, then?"
unknown,Funny you should ask.
unknown,I was just heading out to run them over.
unknown,"So I wonder if you still need the basket, then."
unknown,"Oh, I still need the basket."
unknown,"So uh, does this mean that the whole project could be wrapped up then, by tonight?"
unknown,Did I just say that I was heading out right now?
unknown,"- Yes, she did!"
unknown,"- She did, great."
unknown,"Uh so, should we just jump in with you?"
unknown,I don't think so.
unknown,"What about just me then, Ronnie?"
unknown,Truck door opens then slams shut
unknown,"Mrs. Rose, what are you doing here?"
unknown,I thought you and I might celebrate your big award!
unknown,"And I was made aware there was a loss, as well."
unknown,"Turns out, someone who's been working the front desk of a motel her whole life isn't exactly a turn-on."
unknown,I was speaking of his loss.
unknown,"Stevie, underneath the brambly tartan blousant is a chrysalis, just bursting with potential."
unknown,"Sighs Well, I'm glad somebody thinks so."
unknown,"Yes, perhaps she just needs a... bit of a shock to her daily routine."
unknown,"That's kind of what I was going for, Mrs. Rose."
unknown,"Well, the kind of shock I'm referring to, Stevie, will not come in the form of a man."
unknown,"Oh, just a gift that once jolted me out of my little Podunk routine."
unknown,"Me, in front of people?"
unknown,I am not an actor.
unknown,And neither is the lead in the play.
unknown,"She's simply a headstrong young woman, who's been knocked about a few times, and... looking to make the most of herself."
unknown,Sighs Did Mr. Rose put you up to this?
unknown,"No, this inspired piece of stunt-casting was an idea all my own."
unknown,And we can't find anyone else.
unknown,I should've led with this.
unknown,Please tell me you can sing.
unknown,I sing in the car.
unknown,"Oh, I see you've opened a bottle of wine already, I won't burden you with another."
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired January 2015 to April 2020."
unknown,"Crow caws, traffic rumbles"
unknown,Is today the baseball day?
unknown,"Today was supposed to be the baseball day, yes."
unknown,What time did you need me to show up to watch you play the baseball?
unknown,"Well, as of right now, there you might not be anything"
unknown,- for you to watch.
unknown,"Apparently she has to go see a friend she met on the internet, so... we are missing a right fielder."
unknown,Can you play both parts?
unknown,That's the whole problem.
unknown,We will forfeit the game if we can't come up with a ninth player.
unknown,"Well on the upside, there is an Isabelle Huppert double feature playing at the Elmdale Art House."
unknown,"David, I can't bail on the game, I just have to find a ninth player."
unknown,"Okay, well, good luck. It sounds a bit last minute."
unknown,"You know, they don't even have to do anything, they pretty much just stand there."
unknown,Have you asked Ronnie?
unknown,"Uh, she is on the other team, and I'm pretty sure she hates me after the bathroom incident."
unknown,"Oh, I forgot about that."
unknown,"Hey, you know what, David, since you were already planning on being there, maybe-maybe you..."
unknown,- Just two hours of your life.
unknown,"- No, no, no, no, no, no!"
unknown,- We just need a body!
unknown,- Then go to the morgue.
unknown,I will cover you if any flies come your way.
unknown,I have a spray for that.
unknown,And you know my stance on team sports.
unknown,"I do. Given today's political climate, we don't need to divide ourselves any more"
unknown,- than we already have.
unknown,Have I mentioned to you that there will be a... barbecue after?
unknown,I have a couple questions.
unknown,How many of the questions are about the barbecue?
unknown,"Like, how soon after the game is the barbecue, and will the players get to eat first, and if so, who's enforcing that rule?"
unknown,"- I love you, David."
unknown,"- you say that now, but..."
unknown,I don't do well with running.
unknown,"Ronnie, I don't know what the big deal is!"
unknown,Nobody's gonna even notice that Stevie's not at the game.
unknown,"That's not the problem, Roland."
unknown,"I gotta be honest, sometimes I don't even notice her when she's standing right in front of me."
unknown,"Roland, the rules say that we can't play if we don't have nine players!"
unknown,And I can't stomach the thought of Patrick's team winning by default; the man looks like a thumb!
unknown,I'm gonna need you to pour a little of that picante sauce on the game today.
unknown,"Because my bookie, Lorenzo, gave me great odds on us taking this."
unknown,There is not going to be a game
unknown,- if we don't have a full team!
unknown,"- Um, excuse me?"
unknown,I used to play a little ball in my day.
unknown,I was the star left fielder from my school team.
unknown,You played college ball?
unknown,"There were seven of us, surprisingly, not a big turn-out, but uh, the Flying Latkes ended up in fourth place."
unknown,"Johnny, I think some things have changed since played ball, okay?"
unknown,"For one thing, the wr is over. Ohhh!"
unknown,"Well, excuse me, I thought you were in a bind, and needed a player, but uh, forget it, I'm taking my offer back."
unknown,"Roland, he's our only option."
unknown,Joce has a CPR dummy that we can just throw
unknown,- out into left field.
unknown,- We're going with Johnny!
unknown,"Great! And just so you know, I had a pretty strong arm in the outfield."
unknown,"The Rabbi used to call me ""Popeye""."
unknown,"Okay... I am gonna give Lorenzo a call, and change my bet. I'm gonna put everything I got on the other team."
unknown,"Hi Honey, is your Daddy home?"
unknown,This is so exciting!
unknown,I've never been in a musical before.
unknown,"Although I did have a cousin who was in ""Riverdance"" until she got trampled."
unknown,"Yeah, um, I was one of the original Pussycat Dolls, But I only lasted like, two weeks."
unknown,"Because apparently, I'm ""too pretty""."
unknown,Squeals This is gonna be such a fun day!
unknown,"What about you, Stevie?"
unknown,I didn't even know that you wanted to be an actor.
unknown,I've been dreading this rehearsal for the past two days.
unknown,"Okay, as star of the show, you might wanna set like, a different tone for everyone."
unknown,I think this is a huge mistake.
unknown,There has been a lot of confusion as to why
unknown,"I'm not the star of the show, but fair is fair."
unknown,"- No, I didn't."
unknown,I don't like attention.
unknown,I can't think of anything worse than standing on a stage in front of a room full of people.
unknown,"Okay, Stevie, I think you just need to chill."
unknown,"If this is anything like my first day with the Pussycat Dolls, it'll be a couple of hours of Kegels, and then an afternoon of cheeky Bellinis."
unknown,It's just a lot of pressure.
unknown,Don't even worry about it.
unknown,"I got your back today, girl."
unknown,Just like Nicole Scherzinger did for me.
unknown,"Willkommen and bienvenue, welcome, you... to ""Cabaret!"""
unknown,- Laughs and applauds
unknown,"- Not now, not yet."
unknown,"I'm sure this will come as a shock to all of you, but this production will mark my directorial debut!"
unknown,"No, I'm-I'm simply here to inspire."
unknown,"And instruct, and bring out the very best in you."
unknown,And I want to start the day with my lupanarian
unknown,We've also included anyone who's requested extra rehearsal time to work on their dance moves.
unknown,I just wanna limber up.
unknown,"There's some pretty tricky footwork, so..."
unknown,"First, everyone, please, direct your gaze... to the beating heart of our show, our Sally Bowles, Miss Stevie..."
unknown,"You're wondering, are we really going to lay this colossal enterprise upon her tiny shoulders?"
unknown,Yes! I'm a confident that you will all soon see what I hope
unknown,"I believe I may be seeing in you, Stevie."
unknown,"As long as you're up, why don't we jump right in?"
unknown,You can help me lead the first exercise.
unknown,"Uh, I thought this more of a meet and greet kind of thing."
unknown,It's the afternoon upon which your bodies will meet and greet...
unknown,"Okay, this is called..."
unknown,"""Monster on my Back."""
unknown,"Okay, just so you're aware,"
unknown,"I had a very cute, ""my boyfriend's on the baseball team"" spectator look prepared for today, and now I'm wearing tap shoes."
unknown,"They're called cleats, and I think you look very cute."
unknown,This just isn't how I pictured being a placeholder rolling out.
unknown,"Here. I thought we could head outside, maybe throw the ball around a little bit?"
unknown,This glove is brown. My shoes are black.
unknown,What exactly are we doing here?
unknown,- We're gonna practice?
unknown,You told me I was just a body in a field!
unknown,"- Hey, Mr. Rose."
unknown,- What are you doing?!
